image_path,question,answer
images/train/618HH0WDqxL.jpg,What is the height of this item ?,6.7 inch
images/train/512PF9wHroL.jpg,What is the depth of this item ?,5.3 inch
images/train/61bVDI4gW7L.jpg,What is the weight of this item ?,7.5 gram
images/train/712yaSZG7FL.jpg,What is the weight of this item ?,90.0 gram
images/train/61-InzLX3tL.jpg,What is the height of this item ?,50.0 centimetre
images/train/61JYb-FU9mL.jpg,What is the volume of this item ?,15.2 cubic inch
images/train/61eU96LFNxL.jpg,What is the weight of this item ?,2.92 gram
images/train/612FgnI-OEL.jpg,What is the height of this item ?,140.0 millimetre
images/train/81yac3QWmgL.jpg,What is the weight of this item ?,2.5 kilogram
images/train/51yFokTMZnL.jpg,What is the width of this item ?,6.6 centimetre
images/train/71vzqZVPULL.jpg,What is the weight of this item ?,200.0 gram
images/train/613mB145cLL.jpg,What is the depth of this item ?,14.0 centimetre
images/train/813lni+hD7L.jpg,What is the weight of this item ?,1.29 kilogram
images/train/51TDpJEVa4L.jpg,What is the height of this item ?,25.0 centimetre
images/train/714qBIoxhlL.jpg,What is the weight of this item ?,100.0 gram
images/train/91auZPQo3+L.jpg,What is the weight of this item ?,50.0 milligram
images/train/61ElTtNsEDL.jpg,What is the height of this item ?,15.0 millimetre
images/train/61iUhBQ5U7S.jpg,What is the weight of this item ?,2.68 gram
images/train/514HbFDq+DL.jpg,What is the width of this item ?,14.7 centimetre
images/train/51aB+NkgZEL.jpg,What is the depth of this item ?,430.0 centimetre
images/train/PBWKX4CRl2o.jpg,What is the voltage of this item ?,7.2 volt
images/train/71FeW3kFRVL.jpg,What is the weight of this item ?,15.0 pound
images/train/513+tcEQU2L.jpg,What is the width of this item ?,4.72 inch
images/train/71LxBD5oZkS.jpg,What is the voltage of this item ?,4.4 volt
images/train/61-EQKn5sLL.jpg,What is the width of this item ?,24.0 inch
images/train/51dfpYbzleL.jpg,What is the depth of this item ?,500.0 centimetre
images/train/71WhbW17WTL.jpg,What is the weight of this item ?,180.0 gram
images/train/61CCia7pqxL.jpg,What is the depth of this item ?,120.0 inch
images/train/41SZLtbsWyL.jpg,What is the depth of this item ?,39.0 centimetre
images/train/61El1rXow2L.jpg,What is the height of this item ?,55.0 centimetre
images/train/612prVAaJsL.jpg,What is the width of this item ?,4.0 inch
images/train/51EUhjDRgQL.jpg,What is the depth of this item ?,3.93 inch
images/train/619i4pQAFGL.jpg,What is the height of this item ?,10.0 centimetre
images/train/615sExAlHSL.jpg,What is the width of this item ?,2.0 inch
images/train/61rdUY157XL.jpg,What is the weight of this item ?,18.7 gram
images/train/51c734fiKFS.jpg,What is the width of this item ?,152.0 millimetre
images/train/612iffhRUeL.jpg,What is the weight of this item ?,1.75 pound
images/train/51WviSwuNYL.jpg,What is the width of this item ?,200.0 centimetre
images/train/41Q6Vdsm5WS.jpg,What is the height of this item ?,150.0 millimetre
images/train/511V-BeyYUL.jpg,What is the width of this item ?,1.0 inch
images/train/617mhcM8+iL.jpg,What is the wattage of this item ?,30.0 watt
images/train/51UK7UByK0L.jpg,What is the width of this item ?,13.5 centimetre
images/train/51e5uf0pRhL.jpg,What is the width of this item ?,30.0 centimetre
images/train/71-GorbU5FL.jpg,What is the weight of this item ?,250 gram
images/train/615H+xTu8VL.jpg,What is the depth of this item ?,30.0 centimetre
images/train/61CzxoEhSIL.jpg,What is the weight of this item ?,0.84 pound
images/train/61DeaGi7xrL.jpg,What is the width of this item ?,120.0 centimetre
images/train/71Ye-laJh1L.jpg,What is the weight of this item ?,100.0 gram
images/train/61jzmRilkkL.jpg,What is the volume of this item ?,500.0 millilitre
images/train/61B+4NtLAWL.jpg,What is the depth of this item ?,28.0 centimetre
images/train/41D-5BKr-6L.jpg,What is the depth of this item ?,84.5 centimetre
images/train/61rHzt3jJ8L.jpg,What is the weight of this item ?,41.0 gram
images/train/71us2xuMeDL.jpg,What is the weight of this item ?,50 gram
images/train/61AZMzbahKL.jpg,What is the weight of this item ?,4.3 gram
images/train/61Ct3G6q4iL.jpg,What is the depth of this item ?,11.0 centimetre
images/train/61CUQ1-x5eL.jpg,What is the height of this item ?,23.0 centimetre
images/train/61FrZKi6N3L.jpg,What is the wattage of this item ?,12.0 watt
images/train/51lnxwqsCmL.jpg,What is the width of this item ?,16.0 inch
images/train/51soTHDlUdL.jpg,What is the depth of this item ?,7.3 centimetre
images/train/81b4XLu4m3L.jpg,What is the weight of this item ?,70.0 gram
images/train/41P58sBXp7L.jpg,What is the width of this item ?,110.0 millimetre
images/train/51CnyJEaqiL.jpg,What is the depth of this item ?,25.0 centimetre
images/train/6189JZXPSpL.jpg,What is the width of this item ?,5.28 inch
images/train/610jgLYaMML.jpg,What is the width of this item ?,32.0 millimetre
images/train/71pAkK63oTL.jpg,What is the weight of this item ?,100 gram
images/train/81vtD3stxyL.jpg,What is the volume of this item ?,2.0 millilitre
images/train/51rdlOyam8L.jpg,What is the depth of this item ?,6.8 centimetre
images/train/51V9wP+ZtdL.jpg,What is the depth of this item ?,20.0 centimetre
images/train/51uvX7aXQXS.jpg,What is the depth of this item ?,26.5 centimetre
images/train/61Elz7KiekL.jpg,What is the width of this item ?,2.0 inch
images/train/61FCigGS+8L.jpg,What is the depth of this item ?,24.0 inch
images/train/61De37mc+wL.jpg,What is the depth of this item ?,78.0 inch
images/train/61Ic9yxseVL.jpg,What is the weight of this item ?,14.0 kilogram
images/train/616RL6DBJBL.jpg,What is the depth of this item ?,393.0 centimetre
images/train/71mVQjSBPYL.jpg,What is the weight recommendation of this item ?,30.0 pound
images/train/81pQThIxjyL.jpg,What is the weight of this item ?,420.0 gram
images/train/81FJNRFz-vL.jpg,What is the weight of this item ?,10 kilogram
images/train/51-hzMKwFrS.jpg,What is the width of this item ?,23.6 inch
images/train/51tN7E9E8JL.jpg,What is the width of this item ?,3.3 inch
images/train/81uLZLgSciL.jpg,What is the weight of this item ?,1200.0 milligram
images/train/91ZWvFWz1GL.jpg,What is the weight of this item ?,180 gram
images/train/71ogJNodVpL.jpg,What is the weight of this item ?,11.0 gram
images/train/71-Js4E5l4L.jpg,What is the weight of this item ?,"[2.0, 3.0] kilogram"
images/train/51svS++gs0L.jpg,What is the width of this item ?,7.5 centimetre
images/train/514yWCthHaL.jpg,What is the height of this item ?,194.0 millimetre
images/train/71Ibre1rn7L.jpg,What is the weight of this item ?,1.0 pound
images/train/81S8rraQp9L.jpg,What is the weight of this item ?,2500.0 microgram
images/train/51AzK2SbEfL.jpg,What is the weight of this item ?,4.9 gram
images/train/81NqggWsjEL.jpg,What is the voltage of this item ?,36.0 volt
images/train/71l5HjH8raL.jpg,What is the weight of this item ?,2.75 kilogram
images/train/61FWo9llEIL.jpg,What is the depth of this item ?,8.2 foot
images/train/71YZMgYNoTL.jpg,What is the weight of this item ?,2.4 gram
images/train/51Xj3j+KsvL.jpg,What is the height of this item ?,11.8 inch
images/train/51--aZKwV2L.jpg,What is the weight of this item ?,1350.0 kilogram
images/train/81a1FFwzfZL.jpg,What is the weight of this item ?,255.0 pound
images/train/61X75CpdPML.jpg,What is the weight of this item ?,30 millilitre
images/train/61RwJ4QDWTS.jpg,What is the weight of this item ?,4.38 gram
images/train/51LahPNBwoL.jpg,What is the width of this item ?,9.1 centimetre
images/train/51CdIFfT4VS.jpg,What is the depth of this item ?,3.0 metre
images/train/71XCBdX8GxL.jpg,What is the weight of this item ?,280.0 gram
images/train/71eQnLO4c3L.jpg,What is the weight of this item ?,6.75 kilogram
images/train/71ubtYeCU3L.jpg,What is the weight of this item ?,5.0 ton
images/train/71Eh8yaUscL.jpg,What is the weight of this item ?,0.1 gram
images/train/61pdxkaCIqL.jpg,What is the weight of this item ?,23 gram
images/train/81riIov7yVL.jpg,What is the volume of this item ?,0.0 litre
images/train/91VQCxHiZ0L.jpg,What is the weight of this item ?,271.25 gram
images/train/71qXlAFNJqL.jpg,What is the weight of this item ?,3.0 pound
images/train/61XHcw0CerL.jpg,What is the weight of this item ?,300.0 gram
images/train/51TdPRfpTIL.jpg,What is the weight of this item ?,0.6 kilogram
images/train/512AWlUC8BL.jpg,What is the width of this item ?,68.0 inch
images/train/61gThos1yOL.jpg,What is the weight of this item ?,12.0 gram
images/train/61+SCbM+FsL.jpg,What is the width of this item ?,4.9 centimetre
images/train/51Yvvd1QJGL.jpg,What is the width of this item ?,6.0 centimetre
images/train/51R0bLp+XyL.jpg,What is the depth of this item ?,14.17 inch
images/train/61ePAemK-0L.jpg,What is the weight of this item ?,5.3 kilogram
images/train/81f+COvKvjL.jpg,What is the weight of this item ?,4.0 pound
images/train/61XcUQU1oFL.jpg,What is the weight of this item ?,7 gram
images/train/61Bxr6i6WoL.jpg,What is the height of this item ?,6.5 centimetre
images/train/71Gd7O3em9L.jpg,What is the weight of this item ?,200.0 gram
images/train/71kx92YAzqL.jpg,What is the weight of this item ?,48.68 ounce
images/train/51hTjto5iFL.jpg,What is the weight of this item ?,1085.0 gram
images/train/51TX4TSOZ6L.jpg,What is the width of this item ?,12.0 centimetre
images/train/51dnR0Ao4jL.jpg,What is the height of this item ?,25.6 inch
images/train/51yvOxoczIL.jpg,What is the height of this item ?,5.1 inch
images/train/51OPIMxT53L.jpg,What is the height of this item ?,10.5 centimetre
images/train/51T4no6BgsL.jpg,What is the height of this item ?,4.3 inch
images/train/514KUWeCyhL.jpg,What is the weight of this item ?,95.0 gram
images/train/71ajdfM0vZL.jpg,What is the voltage of this item ?,"[85.0, 265.0] volt"
images/train/81b94mcNnVL.jpg,What is the weight of this item ?,290.0 gram
images/train/61-nI5BQrCL.jpg,What is the width of this item ?,33.0 centimetre
images/train/519e-BGZ8tL.jpg,What is the depth of this item ?,20.0 inch
images/train/71Kvz03r0IL.jpg,What is the weight of this item ?,750.0 gram
images/train/613gGvjVO8L.jpg,What is the height of this item ?,8.6 centimetre
images/train/71CRP9X6bTL.jpg,What is the weight of this item ?,8.0 ounce
images/train/51wcgY-nYSL.jpg,What is the height of this item ?,2040.0 millimetre
images/train/5196AILZqsL.jpg,What is the height of this item ?,9.0 centimetre
images/train/61VYxl2eT2L.jpg,What is the weight of this item ?,80 gram
images/train/51u24ZFcCbL.jpg,What is the width of this item ?,8.5 centimetre
images/train/51V5hgY2mDL.jpg,What is the height of this item ?,225.0 millimetre
images/train/612EZ4POXRL.jpg,What is the depth of this item ?,7.87 inch
images/train/71k7LnBrOML.jpg,What is the weight of this item ?,60.0 gram
images/train/717uGevm1ML.jpg,What is the weight of this item ?,0.8 kilogram
images/train/714OnOeDKbL.jpg,What is the weight of this item ?,80 gram
images/train/51pCnOBpQeL.jpg,What is the depth of this item ?,203.0 centimetre
images/train/81v2FebGBRL.jpg,What is the weight of this item ?,290.0 gram
images/train/61+GPgqKwiL.jpg,What is the height of this item ?,24.4 inch
images/train/61FFxUqGj9L.jpg,What is the width of this item ?,12.0 centimetre
images/train/51EObRGnSpL.jpg,What is the width of this item ?,10.0 centimetre
images/train/61+OaWk++6L.jpg,What is the depth of this item ?,330.0 millimetre
images/train/61APMjCNunL.jpg,What is the weight of this item ?,25.22 gram
images/train/81lPpiYj2jL.jpg,What is the weight of this item ?,10.0 ounce
images/train/71gu1q1STaL.jpg,What is the weight of this item ?,100.0 gram
images/train/617r9m+v5nL.jpg,What is the depth of this item ?,160.0 centimetre
images/train/613QNAO5YcL.jpg,What is the width of this item ?,10.5 centimetre
images/train/6156FuqEKZL.jpg,What is the weight of this item ?,255.0 gram
images/train/51+aQEnWKSL.jpg,What is the height of this item ?,4.0 inch
images/train/51Jwqxo4MSL.jpg,What is the width of this item ?,22.0 centimetre
images/train/610rPgLr2DL.jpg,What is the weight of this item ?,250.0 gram
images/train/612YU-3DLbL.jpg,What is the height of this item ?,1.0 inch
images/train/5193DkbrfvS.jpg,What is the height of this item ?,30.0 centimetre
images/train/71O8O-U1ESL.jpg,What is the weight of this item ?,3.7 ounce
images/train/51hoFGkwBZS.jpg,What is the width of this item ?,85.0 millimetre
images/train/819iQzm-gFL.jpg,What is the weight of this item ?,12.0 gram
images/train/619LobQsToL.jpg,What is the width of this item ?,5.0 inch
images/train/51lvbYwfe6L.jpg,What is the depth of this item ?,6.5 inch
images/train/61BiBxPk4HL.jpg,What is the width of this item ?,2.6 inch
images/train/61uPSzQm1kL.jpg,What is the weight of this item ?,3.4 gram
images/train/519L0SnMc1L.jpg,What is the height of this item ?,5.5 inch
images/train/81Xmoh1PrtL.jpg,What is the weight of this item ?,200.0 ounce
images/train/81DAfnM0baL.jpg,What is the weight recommendation of this item ?,90 kilogram
images/train/51XE4VDSvlL.jpg,What is the height of this item ?,4.5 inch
images/train/71zEwMMfiDL.jpg,What is the weight of this item ?,24.0 gram
images/train/61gW7tixz8L.jpg,What is the weight of this item ?,310.0 gram
images/train/518b+w4TDQL.jpg,What is the depth of this item ?,85.0 centimetre
images/train/51Oa0UBMbiL.jpg,What is the voltage of this item ?,120.0 volt
images/train/71bY3Mvh8GL.jpg,What is the weight of this item ?,250.0 gram
images/train/71fPMlSZHuL.jpg,What is the volume of this item ?,43.0 fluid ounce
images/train/710Su1aF8oL.jpg,What is the weight recommendation of this item ?,10.0 kilogram
images/train/71BFUrcXtpL.jpg,What is the volume of this item ?,16.4 fluid ounce
images/train/61pBqd9hQBL.jpg,What is the weight of this item ?,13.29 gram
images/train/61C0U0bjeKL.jpg,What is the height of this item ?,112.0 millimetre
images/train/71qyfOLxuzL.jpg,What is the weight of this item ?,1000.0 milligram
images/train/51tTTDqt3YL.jpg,What is the weight of this item ?,500.0 gram
images/train/61un3wH6iRL.jpg,What is the weight of this item ?,1 kilogram
images/train/61+gJ10b7KL.jpg,What is the width of this item ?,260.0 millimetre
images/train/51x-AnOjjHL.jpg,What is the width of this item ?,32.0 millimetre
images/train/51SBkR+ui8L.jpg,What is the height of this item ?,7.0 inch
images/train/71XTubd1RIL.jpg,What is the weight of this item ?,300.0 milligram
images/train/51MU1mSh9RL.jpg,What is the weight of this item ?,100.0 gram
images/train/61-X7TjbqUL.jpg,What is the width of this item ?,10.6 inch
images/train/61FBioIOvcL.jpg,What is the width of this item ?,3.1 inch
images/train/712SjLhzLjL.jpg,What is the weight of this item ?,48.5 pound
images/train/51CCEKfC-dL.jpg,What is the height of this item ?,29.3 inch
images/train/71lcEAw89cL.jpg,What is the weight of this item ?,300 gram
images/train/81+vIyGQ3tL.jpg,What is the weight of this item ?,152.0 gram
images/train/51iocT1MoNL.jpg,What is the width of this item ?,4.52 inch
images/train/61TosapJPTL.jpg,What is the weight of this item ?,0.35 ounce
images/train/61n9lUCfmIL.jpg,What is the weight recommendation of this item ?,772 pound
images/train/51kiemh7WGL.jpg,What is the depth of this item ?,8.0 centimetre
images/train/6146dsTEs9L.jpg,What is the height of this item ?,7.5 centimetre
images/train/31bkLp9i6jL.jpg,What is the height of this item ?,10.0 inch
images/train/61GG-LGn5KL.jpg,What is the depth of this item ?,2.56 inch
images/train/61EgVvQjhRL.jpg,What is the height of this item ?,16.0 centimetre
images/train/61Zmhb645lL.jpg,What is the weight of this item ?,12 ounce
images/train/51XQSJmpkoL.jpg,What is the depth of this item ?,12.0 centimetre
images/train/51tkWdilQ5L.jpg,What is the weight of this item ?,255.0 gram
images/train/51BV8daNiLL.jpg,What is the height of this item ?,91.5 centimetre
images/train/61A2FywTXIL.jpg,What is the voltage of this item ?,3.0 volt
images/train/514Z7-DWUwL.jpg,What is the depth of this item ?,5.5 inch
images/train/51oMAvnOmdL.jpg,What is the height of this item ?,160.0 millimetre
images/train/61Cy1bedoiL.jpg,What is the depth of this item ?,30.0 millimetre
images/train/71LyyAF-WFL.jpg,What is the weight of this item ?,2.0 pound
images/train/61k4tX8cITL.jpg,What is the weight of this item ?,3.5 ounce
images/train/81SbThgPUIL.jpg,What is the weight of this item ?,550.0 gram
images/train/51H0LwyBVJL.jpg,What is the weight of this item ?,178.0 gram
images/train/71vdmMKwIwL.jpg,What is the weight of this item ?,1.0 gram
images/train/51Lcf-ILDzL.jpg,What is the depth of this item ?,7.5 inch
images/train/614p77WWFWL.jpg,What is the width of this item ?,7.5 centimetre
images/train/61hh4bSIw8L.jpg,What is the voltage of this item ?,"[9.0, 36.0] volt"
images/train/A1lDBa0LAcL.jpg,What is the weight of this item ?,100 gram
images/train/61D9mr2dlmS.jpg,What is the depth of this item ?,9.0 inch
images/train/71Sc0nbkYvL.jpg,What is the weight of this item ?,9.7 gram
images/train/61eT6zTdGhL.jpg,What is the weight of this item ?,6.0 gram
images/train/71aY2WYUweL.jpg,What is the wattage of this item ?,60.0 watt
images/train/51opAtZ8mmL.jpg,What is the depth of this item ?,2.04 inch
images/train/51WmxShNSUL.jpg,What is the width of this item ?,5.8 centimetre
images/train/818rGl+DkZL.jpg,What is the weight of this item ?,50.0 gram
images/train/71BszUAOVeL.jpg,What is the voltage of this item ?,110.0 volt
images/train/415hqUSFKtL.jpg,What is the height of this item ?,6.3 inch
images/train/714HCFJqmGL.jpg,What is the weight of this item ?,31.0 gram
images/train/810GGDPJsXL.jpg,What is the weight of this item ?,0.105 ounce
images/train/510VsAdrWIL.jpg,What is the height of this item ?,2.5 inch
images/train/515Pzx67UqL.jpg,What is the depth of this item ?,80.0 centimetre
images/train/81LmhrMdoIL.jpg,What is the weight of this item ?,1.0 gram
images/train/61c2xwDWl1L.jpg,What is the weight of this item ?,30 gram
images/train/516YPYDjLcL.jpg,What is the height of this item ?,65.0 centimetre
images/train/413O5XqIUmL.jpg,What is the depth of this item ?,196.0 centimetre
images/train/31Ao88hf19L.jpg,What is the depth of this item ?,20.5 centimetre
images/train/51TnqB684wL.jpg,What is the height of this item ?,9.0 centimetre
images/train/51irkwrRe8L.jpg,What is the depth of this item ?,42.0 centimetre
images/train/61ByocDd4rL.jpg,What is the depth of this item ?,2.5 metre
images/train/911vf8Wf1rL.jpg,What is the weight of this item ?,5.0 gram
images/train/51WdvXmJCwL.jpg,What is the height of this item ?,32.5 inch
images/train/61CJ3uZh-5L.jpg,What is the depth of this item ?,11.8 inch
images/train/51OMl8h-dRL.jpg,What is the volume of this item ?,500.0 millilitre
images/train/71QDdM0a7UL.jpg,What is the weight of this item ?,5000.0 microgram
images/train/61sIygQs5tL.jpg,What is the weight of this item ?,20.08 gram
images/train/516qpjqMrNL.jpg,What is the height of this item ?,11.0 inch
images/train/71f7LsHroPL.jpg,What is the voltage of this item ?,"[4.5, 8.0] volt"
images/train/71-GAmrP9gL.jpg,What is the weight of this item ?,30.0 gram
images/train/51P-TyS+8-L.jpg,What is the width of this item ?,300.0 millimetre
images/train/619mtMoLBHL.jpg,What is the weight of this item ?,6.7 gram
images/train/51ugVuQ86IL.jpg,What is the width of this item ?,16.5 centimetre
images/train/616uPTPE-rL.jpg,What is the height of this item ?,4.5 inch
images/train/71bbIwbxqFL.jpg,What is the weight of this item ?,400 gram
images/train/61lt4d-fZIL.jpg,What is the weight of this item ?,0.6 kilogram
images/train/71eszw4f-UL.jpg,What is the weight of this item ?,3.8 kilogram
images/train/914PXdJMbdL.jpg,What is the weight of this item ?,4.2 kilogram
images/train/619z-yujJFL.jpg,What is the width of this item ?,28.5 inch
images/train/51C+D-3155L.jpg,What is the depth of this item ?,1.54 inch
images/train/617hMJwnkCL.jpg,What is the depth of this item ?,26.5 centimetre
images/train/51sHzCPhwPL.jpg,What is the weight of this item ?,6 gram
images/train/51Q7iOP2KoL.jpg,What is the width of this item ?,37.0 centimetre
images/train/417xFKGzELL.jpg,What is the width of this item ?,14.8 centimetre
images/train/619WlVWnZyL.jpg,What is the height of this item ?,3.0 metre
images/train/71rTWsrc7+L.jpg,What is the weight of this item ?,0.67 kilogram
images/train/61AWsOok2OL.jpg,What is the width of this item ?,10.04 inch
images/train/614d2IozLzL.jpg,What is the width of this item ?,140.0 centimetre
images/train/71eVSQnJv7L.jpg,What is the weight of this item ?,200 gram
images/train/71cnpJPGEcL.jpg,What is the weight of this item ?,200.0 gram
images/train/51JLXI4svqL.jpg,What is the depth of this item ?,23.0 centimetre
images/train/51dFvg2pIOL.jpg,What is the weight of this item ?,30.0 pound
images/train/61OE34I9tSL.jpg,What is the weight recommendation of this item ?,50 pound
images/train/51MqPnuv3FL.jpg,What is the weight of this item ?,6.0 gram
images/train/51rP-uXrlHL.jpg,What is the height of this item ?,2.2 centimetre
images/train/6175iZJ8uKL.jpg,What is the width of this item ?,71.0 millimetre
images/train/613l9NNWDPL.jpg,What is the width of this item ?,20.5 centimetre
images/train/512copwJmXL.jpg,What is the width of this item ?,2.5 centimetre
images/train/413oJR5xNyL.jpg,What is the depth of this item ?,20.0 inch
images/train/51eHl9CD+yL.jpg,What is the width of this item ?,9.8 inch
images/train/71uZqn2ArhL.jpg,What is the wattage of this item ?,24.0 watt
images/train/61lsvRrb5oL.jpg,What is the weight of this item ?,330.0 milligram
images/train/41uHHJHY2fL.jpg,What is the depth of this item ?,15.0 centimetre
images/train/51bxb6BmmLL.jpg,What is the depth of this item ?,41.0 centimetre
images/train/41DVIaWrzNL.jpg,What is the depth of this item ?,13.0 centimetre
images/train/612xW5SyquL.jpg,What is the width of this item ?,7.0 centimetre
images/train/618mF+v15QL.jpg,What is the height of this item ?,25.39 inch
images/train/61ImCQaSX1L.jpg,What is the weight of this item ?,10.0 pound
images/train/71i4yWsa0ML.jpg,What is the weight of this item ?,220 gram
images/train/712SD+VKOCL.jpg,What is the weight of this item ?,7.0 gram
images/train/51c-nIs7+ZL.jpg,What is the width of this item ?,73.0 centimetre
images/train/51PH6c8LM-L.jpg,What is the weight of this item ?,20 gram
images/train/61F4Q8es8YL.jpg,What is the width of this item ?,3.5 inch
images/train/516JcJl+FyS.jpg,What is the height of this item ?,50.0 centimetre
images/train/610MDRYI74L.jpg,What is the depth of this item ?,13.0 centimetre
images/train/818FuIA49JL.jpg,What is the weight of this item ?,40.0 gram
images/train/51hhEZbA0oL.jpg,What is the weight of this item ?,8.0 gram
images/train/61C2P5zXv4L.jpg,What is the depth of this item ?,10.5 centimetre
images/train/51mnUKtM3jL.jpg,What is the width of this item ?,18.5 centimetre
images/train/51hPjsey+lL.jpg,What is the depth of this item ?,5.5 centimetre
images/train/615eCZzoOTL.jpg,What is the weight of this item ?,4.0 gram
images/train/612uLlbYbVL.jpg,What is the depth of this item ?,20.0 millimetre
images/train/512qMhuC7OL.jpg,What is the height of this item ?,130.0 centimetre
images/train/61KH0KJbk1L.jpg,What is the weight of this item ?,60 gram
images/train/51jiRafxGML.jpg,What is the width of this item ?,8.0 inch
images/train/51EnJElIx6S.jpg,What is the width of this item ?,25.2 millimetre
images/train/612nA7LSHmL.jpg,What is the weight of this item ?,500 gram
images/train/51d3AbBB0tL.jpg,What is the weight of this item ?,55.0 gram
images/train/613IFDDdqqL.jpg,What is the weight of this item ?,3.0 pound
images/train/51eiSEnBhOL.jpg,What is the depth of this item ?,170.0 centimetre
images/train/51oMM0+YwCL.jpg,What is the depth of this item ?,23.0 centimetre
images/train/81iVzMdxBxL.jpg,What is the weight of this item ?,2 ounce
images/train/61zfyhMQBUS.jpg,What is the weight of this item ?,1 kilogram
images/train/61CVzaxjpYL.jpg,What is the depth of this item ?,160.0 centimetre
images/train/51y2O7qgjCL.jpg,What is the depth of this item ?,22.0 centimetre
images/train/51zlbCUHrLL.jpg,What is the height of this item ?,5.5 inch
images/train/91MxWCak3pL.jpg,What is the weight of this item ?,200.0 gram
images/train/61313uTQDFL.jpg,What is the weight of this item ?,360.0 gram
images/train/51JmKTGTMLL.jpg,What is the weight of this item ?,3.4 kilogram
images/train/41IvCrfYKwL.jpg,What is the height of this item ?,25.5 centimetre
images/train/615aoC9+85L.jpg,What is the width of this item ?,2.0 inch
images/train/51e0l0u1ciL.jpg,What is the depth of this item ?,7.48 inch
images/train/618zc9dIZjL.jpg,What is the height of this item ?,14.5 centimetre
images/train/712NDuTTidL.jpg,What is the weight of this item ?,8.95 gram
images/train/81wQsGB6LzL.jpg,What is the weight of this item ?,567.0 gram
images/train/81MDLlKksdL.jpg,What is the weight of this item ?,100.0 gram
images/train/61-sGUE3RDL.jpg,What is the width of this item ?,20.0 centimetre
images/train/51FoFZQ8PoL.jpg,What is the width of this item ?,4.0 inch
images/train/71b2J8pwG7L.jpg,What is the volume of this item ?,1.05 fluid ounce
images/train/81tTF-uajNL.jpg,What is the weight of this item ?,1 gram
images/train/51xxzholw+L.jpg,What is the depth of this item ?,5.5 centimetre
images/train/51mEeClOOAL.jpg,What is the width of this item ?,42.0 centimetre
images/train/81wsN1W0-XL.jpg,What is the wattage of this item ?,30.0 watt
images/train/513ZfbKR5bL.jpg,What is the depth of this item ?,18.0 centimetre
images/train/616hKkUYhSL.jpg,What is the height of this item ?,3.0 inch
images/train/718na8d23iL.jpg,What is the weight of this item ?,2008.0 gram
images/train/51lzVgsJLGL.jpg,What is the volume of this item ?,0.5 millilitre
images/train/51GDwm7cIhL.jpg,What is the depth of this item ?,40.0 millimetre
images/train/613JaBKuk9L.jpg,What is the weight of this item ?,2.5 kilogram
images/train/51XAx5VAxiL.jpg,What is the depth of this item ?,9.0 centimetre
images/train/61-Xh+1cK7L.jpg,What is the height of this item ?,12.0 centimetre
images/train/51PsJG9GqaL.jpg,What is the depth of this item ?,3.0 inch
images/train/518RDvjc0JL.jpg,What is the weight of this item ?,260.0 gram
images/train/51F3L2oi0gL.jpg,What is the height of this item ?,12.7 centimetre
images/train/41uCLio0tTL.jpg,What is the voltage of this item ?,12.0 volt
images/train/51fEQVlN-mL.jpg,What is the depth of this item ?,11.8 inch
images/train/614AlbLcXuL.jpg,What is the width of this item ?,5.78 inch
images/train/51TEeSgayxL.jpg,What is the height of this item ?,120.0 millimetre
images/train/51z8B3DEHCS.jpg,What is the depth of this item ?,150.0 centimetre
images/train/417vySKywyL.jpg,What is the width of this item ?,45.0 centimetre
images/train/71tdL-m3XML.jpg,What is the voltage of this item ?,20.0 volt
images/train/71DKnUfpxqL.jpg,What is the weight of this item ?,50.0 gram
images/train/51WZHiDL51L.jpg,What is the depth of this item ?,50.0 millimetre
images/train/51fT1ny5wCL.jpg,What is the width of this item ?,31.0 centimetre
images/train/612PEpKX7KL.jpg,What is the depth of this item ?,3.0 inch
images/train/6165s0mIFmL.jpg,What is the depth of this item ?,36.0 centimetre
images/train/616qIn8-HBL.jpg,What is the height of this item ?,20.0 millimetre
images/train/61EYVjwGnrL.jpg,What is the height of this item ?,20.0 inch
images/train/61EZUdXT3vL.jpg,What is the weight of this item ?,0.51 kilogram
images/train/51cCoTRcxCL.jpg,What is the height of this item ?,20.0 centimetre
images/train/71PU9MgX8AL.jpg,What is the weight of this item ?,13 gram
images/train/81oP8YenunL.jpg,What is the volume of this item ?,"[10.0, 15.0] gallon"
images/train/41Ui8WoIaFL.jpg,What is the width of this item ?,30.0 centimetre
images/train/61344DHtsfL.jpg,What is the width of this item ?,7.25 inch
images/train/616y7ACRziL.jpg,What is the height of this item ?,2.0 inch
images/train/61QaNYYIOQL.jpg,What is the weight of this item ?,38 gram
images/train/71+5Z6yTX0L.jpg,What is the weight recommendation of this item ?,8.0 ton
images/train/71OFLXLWwwL.jpg,What is the weight of this item ?,204.0 gram
images/train/61BH0QpBQZL.jpg,What is the height of this item ?,10.3 centimetre
images/train/51v73FZpljL.jpg,What is the depth of this item ?,69.0 centimetre
images/train/613DPF--j7L.jpg,What is the height of this item ?,45.0 millimetre
images/train/619yJBCvG5L.jpg,What is the depth of this item ?,400.0 centimetre
images/train/51cie+ErXQL.jpg,What is the depth of this item ?,30.0 inch
images/train/51w9yEUGTzL.jpg,What is the height of this item ?,192.0 centimetre
images/train/41BWN7s13hL.jpg,What is the width of this item ?,34.0 centimetre
images/train/41jwlalf1EL.jpg,What is the width of this item ?,40.0 centimetre
images/train/71qzJQtcEnL.jpg,What is the weight of this item ?,150 gram
